"","user_id","os","fx_version","pilot_ver","num_extensions","r_fx_use","r_other_browser_use","r_primary_browser","r_gender","r_age","r_time_on_web","skill","other_browser","r_place","smartphone","reason_web_use","freq_website","news","bookmarks","folders","folder_max_depth","bookmark_status_first","bookmark_status_last","bookmark_status_records","bookmark_choose_first","bookmark_choose_last","bookmark_choose","history_items","history_status_first","history_status_last","history_status_records","num_windows","num_tabs","num_tabs_records","private_on_first","private_on_last","private_on_records","profile_age_oldest","profile_age_first","profile_age_last","profile_age_records"
"150",9741,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",5,5,1,"1",0,3,4,8,"1|3","0|1","6","1|6","0|2|6|8|10","1",186,23,2,385173391,906171932,15,398395326,944321890,195,1557.6,385173300,906171825,15,1.05590062111801,2.99378881987578,161,860234717,860234717,1,"2006-03-17",385173305,906171830,15
"151",9749,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",11,6,1,"1",0,1,2,9,"1","0","7","1|2|3|4|5|6","0|1|2|3|9","0|2|5",209.051282051282,16,2,281944168,835019297,39,282153250,842008309,334,14127.5641025641,281943247,835015272,39,1.03676851372346,3.83842568617297,1931,484655666,759080213,3,"2009-07-30",281943777,835015318,39
"152",9785,"WINNT Windows NT 6.0","4.0b6","1.0.3",22,5,0,"0",0,0,6,7,NA,"0","7","5|6","0|1|3|4|9","0",98.5454545454545,7,3,257312294,781943085,22,257761367,785024332,404,100.5,257310403,781939447,22,0.973039215686274,3.08333333333333,816,262661564,784372109,9,"2009-01-19",257310465,781939612,22
"153",9788,"WINNT Windows NT 6.0","4.0b6","1.0.3",42,3,1,"1",0,1,3,7,"0","0|2","7","2|3|4|5|6","0|1|2|3|4|5|6|7|8|9|10|12","0|2|5",145.92,3,1,248188463,774249971,25,254910882,348228899,7,19125.12,248179222,774245176,25,0.963235294117647,2.08639705882353,544,257168641,678928739,9,"2009-06-24",248179992,774245464,25
"154",9860,"WINNT Windows NT 6.1","4.0b6","1.0.3",19,5,1,"1",0,2,2,8,"3","0|1|3","1","1|4|6","0|2|8|9","0|2",99,9,2,324410800,917043836,63,324596409,916464987,78,30089.7301587302,324410506,917042388,63,0.959712230215827,1.98561151079137,695,916896247,917060323,2,"2008-03-17",324410677,917042519,63
"155",9888,"WINNT Windows NT 6.1","4.0b6","1.0.3",5,4,1,"4",NA,1,2,9,"2","0|1|2|3","4","2|3|4|6","0|1|2|3|7|8|9|12","0",18.8518518518519,2,1,284287703,833920994,27,329349700,659176718,18,344.666666666667,284284384,833918546,27,1.03603603603604,3.24504504504505,555,366085411,824693667,5,"2010-07-11",284284513,833918555,27
"156",9899,"WINNT Windows NT 5.1","4.0b6","1.0.3",9,5,0,"0",0,0,1,4,"3","0","7","2|5|6","0|1|3|8|12","0",160.105263157895,29.8421052631579,2,266285473,710689367,19,273061193,713627653,24,7758.15789473684,266284714,710688621,19,0.891156462585034,3.68027210884354,147,354884497,354884497,1,"2008-07-02",266284798,710688753,19
"157",9940,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",20,5,1,"1",0,2,2,10,"0","0|2|3","1","4|5|6","3|5|6","1|3",1307,283,7,250598818,518967485,20,263647645,836802816,1133,2.4,250598295,518963063,20,0.987355110642782,8.38988408851423,949,350394958,350394958,1,"2009-11-24",250598606,518963428,20
"158",9948,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",41,4,1,"1",0,0,3,9,"0","0|2","6","2|3|4|5|6","0|1|2|3|7|8","0|1",254.333333333333,18,2,247954095,828429072,9,248075310,828879159,84,29738,247950154,828424218,9,1.0840543881335,10.6674907292954,809,664987426,664987426,1,"2009-08-24",247950324,828424859,9
"159",10012,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4,6,0,NA,0,1,2,9,NA,"0|1|2","<freeform-text removed>","1|2|3|6","0|1|2|5|7|8|9|10","0|2|3",14,2,1,485924597,852531654,5,485965486,853067438,2,765.8,485922873,852531230,5,0.997942386831276,3.15432098765432,486,746851188,773822227,3,"2010-10-02",485922921,852531510,5
"160",10048,"WINNT Windows NT 6.1","4.0b6","1.0.3",4,3,0,"0",0,0,1,3,"<freeform-text removed>","0|1","7","0|1|2|3|4|6","0|1|2|4|8","0|3",18.2352941176471,2,1,307250749,823226660,17,310682103,825499822,19,2222.05882352941,307247622,823225865,17,1.23239436619718,2.84929577464789,710,426407266,688146977,4,"2010-09-15",307247630,823226530,17
"161",10051,"WINNT Windows NT 5.1","4.0b6","1.0.3",5,5,1,"1",0,0,1,9,"0","0|2|3","6","2|4|5|6","0|3|<freeform-text removed>","1",25,1,1,257800447,774969447,48,331896062,739874796,9,15007.5833333333,257796298,774965528,48,1.01596516690856,2.31930333817126,689,574760841,574760841,1,"2010-04-01",257796487,774965819,48
"162",10059,"WINNT Windows NT 6.0","4.0b6","1.0.3",6,6,0,"1",0,1,3,10,"3","0|1","4","0|1|3|4|5|6","0|1|7|8|9","2|3|4|5",22.0322580645161,2,1,253907692,850627109,31,254820258,844448608,144,1129.93548387097,253902764,850623347,31,1.01951672862454,3.78810408921933,1076,314306652,777382548,8,"2009-07-30",253903182,850623446,31
"163",10090,"WINNT Windows NT 6.1","4.0b6","1.0.3",7,6,0,NA,0,3,2,7,NA,"0|1","7","0|1|4","0|2|5|6|8","0|3",384,69,2,282039754,814912261,15,283016167,819506672,105,3542.86666666667,282039237,814911864,15,1.17142857142857,3.44489795918367,245,451274707,814933809,5,"2008-03-17",282039305,814911879,15
"164",10145,"WINNT Windows NT 5.1","4.0b7","1.0.3",6,6,1,"1",0,3,3,10,"0|3","0|1","7","0|1|3|4|6","0|2|4|5|6|8|9","1",378.666666666667,42.3333333333333,2.33333333333333,262068425,471043238,12,266098532,471923526,68,10457,262065325,471039746,12,1.04570383912249,3.56124314442413,547,386109643,473590837,2,"2008-05-03",262065535,471039901,12
"165",10218,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",21,5,1,"1",0,1,3,8,"0","0|1|2","7","1|2|3|4|5|6","0|2|5|6|7|8|9|12","0|1|3",93,4,1,246935272,814404888,26,279757492,847183504,135,13822.4615384615,246931939,814400769,26,1.2002861230329,5.93419170243205,1398,336781193,595403295,4,"2008-05-12",246932114,814400791,26
"166",10228,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.1",13,2,0,"0",0,0,4,10,NA,"0|1|2|3","1","0|1|2|3|4|5|6","0|1|2|3|5|7|8|9|10|<freeform-text removed>","0|1|3|4|5|<freeform-text removed>",229.938461538462,11,2,251652160,775078818,65,407091703,681344072,11,2554.53846153846,251651497,775078016,65,1.01096641535298,3.64564770390679,1459,316705082,699693792,5,"2010-07-23",251651642,775078047,65
"167",10237,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7,5,0,NA,0,1,4,6,"3","0","7","2|5|6","0|1|2|3|6|7","0|1",189.75,16.0833333333333,1,288025439,839593560,24,288109493,839617376,475,4529.66666666667,288008513,839593048,24,0.976190476190476,4.98809523809524,756,419817876,767164337,5,"2010-04-01",288012773,839593212,24
"168",10256,"WINNT Windows NT 6.1","4.0b6","1.0.3",15,4,0,"1",0,1,1,7,"3","0|2","7","1|2|3|4|5|6","0|1|2|3|7|8","0|3",38.2413793103448,5,1,312735387,854956841,58,325613388,850459664,110,8839.42372881356,312732496,854954226,59,0.922398589065256,2.62257495590829,567,353952289,855013783,5,"2010-07-26",312732536,854954235,59
"169",10260,"WINNT Windows NT 6.0","4.0b6","1.0.3",8,0,1,"1",0,0,0,4,"3","0","7","2|4|6","1|3","2|3|4",12,2,1,247353106,838523101,35,321061685,768646378,9,3510.94285714286,247348989,838520885,35,0.925196850393701,1.62992125984252,254,837006558,837006558,1,"2010-09-18",247349106,838521460,35
"170",10282,"Linux Linux i686","4.0b6","1.0.3",20,4,1,"1",0,1,4,9,"0|2","0|<freeform-text removed>","7","0|1|3|4|5","0|1|2|7","0|1|3",786.291666666667,280,2,308698595,821492935,24,309607778,714031247,36,11042.9583333333,308697325,821491342,24,1.08654906284454,48.1047409040794,1814,337380674,824005290,3,"2010-09-13",308697328,821491347,24
"171",10315,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7,4,0,NA,0,0,3,7,NA,"0|2","7","1|2|3|4|5|6","0|1|3|7|9",NA,21.3333333333333,1,1,248741162,846152669,33,272475450,846927571,57,43476.6666666667,248737639,846149936,33,1.1395966029724,6.2484076433121,1884,269134770,849064760,13,"2010-06-11",248737646,846149942,33
"172",10387,"WINNT Windows NT 6.0; WOW64","4.0b6","1.0.3",3,5,1,"1",0,2,2,10,"0|3","0|1|2","7","0|1|2|4|6","0|1|2|4|6|7|8|9|10|12","1",316.484848484848,29,4,307889703,844513998,33,312361082,850930406,83,1238.51515151515,307885875,844511842,33,1.05457853244391,5.2856276531231,1649,702053389,702053389,1,"2010-11-01",307886015,844511946,33
"173",10494,"WINNT Windows NT 5.1","4.0b6","1.0.3",10,6,1,"2",0,1,2,8,"0|2","0|1|3","1","1|5|6","0|6|9|10","1",15.5,1,1,386528651,857570850,14,300960598,866479845,146,1711.92857142857,386528425,857570452,14,1.1610268378063,5.76662777129522,857,509516238,758237473,3,"2010-06-30",386528608,857570523,14
"174",10504,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",1,5,1,"1",0,4,2,7,"1|2|3","0","6","3|4|6","0|1|2|5|8","0|3",238,15,2,264406306,867114643,35,741380528,867114753,16,10.1142857142857,264406191,867114447,35,1.51034482758621,1.14827586206897,290,739382295,739907044,2,"2007-07-26",264406195,867114449,35
"175",10512,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",9,5,1,"1",0,0,2,6,"1","0","7","4|5","2","0",62.7857142857143,11,1,313463114,843369802,14,313573067,844789476,156,17618.2142857143,313459921,843367626,14,0.967365967365967,3.24242424242424,429,494516461,841877589,2,"2009-08-24",313459944,843367645,14
"176",10627,"WINNT Windows NT 6.1; WOW64","4.0b7","1.0.3",4,5,1,"1",0,3,2,10,"3","0|1|3","2","0|4|5","0|2|7","0|1",55.3414634146341,4.02439024390244,1,309048289,867797560,41,419238832,765294542,9,20274.1707317073,309047793,867796844,41,0.970873786407767,1.65695792880259,309,778001097,866720306,2,"2005-07-24",309047854,867796858,41
"177",10636,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",12,3,0,"1",0,1,2,9,NA,"0|2|3","0|1","2|4|5|6","0|1|3|7|8|10","1",68,8,2,264266755,847160247,21,291161869,848579840,21,33694.619047619,264266653,847157217,21,0.935185185185185,2.76388888888889,216,322348361,682431694,3,"2009-08-24",264266728,847157229,21
"178",10797,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",10,4,1,"1",0,1,1,7,"0|3","0|2|3","1","2|4|5|6","0|2|3|9","1",50,15,2,279066446,752459104,21,311293514,755449750,16,43025.9047619048,279063797,752455696,21,0.997549019607843,4.03186274509804,408,311778128,712634929,4,"2009-07-15",279064005,752455814,21
"179",10840,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3,6,1,"1",0,1,3,10,"3","0|1|3","2","1|3|4|6",NA,"1",51.5294117647059,4,1,249085307,843597911,34,319123378,841139127,123,177,249082637,843596465,34,1.18429487179487,3.78044871794872,624,686587702,686587702,1,"2009-08-24",249082834,843596480,34
"180",10938,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3,0,1,"5",0,0,4,6,"3","0|1|2|3","7",NA,"0|1|3|8","0|1|5",12.2727272727273,2,1,261148630,780588911,11,661685585,695814498,3,2521.81818181818,261146653,780587142,11,1.25884543761639,3.03351955307263,537,678829246,840865375,2,"2010-09-09",261146693,780587188,11
"181",10964,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",12,5,1,"1",0,0,2,5,"0|<freeform-text removed>","0","0","1|2|3|4|5|6","0|1|7|8|9|10|11|12","0|1|2",53,1,1,265018577,825825364,38,267615385,825003706,30,401.157894736842,265017861,825824825,38,0.969858156028369,2.38475177304965,564,284267644,632264388,3,"2010-04-01",265017891,825824845,38
"182",10971,"WINNT Windows NT 6.1","4.0b6","1.0.3",8,5,1,"1",0,0,4,8,"<freeform-text removed>","0","<freeform-text removed>","0|2|4|5|6","1|9","0|1|5",257,12,1,297845092,823886585,13,335921444,394322022,2,25508.3846153846,297843688,823885248,13,1.18060836501901,8.38783269961977,526,346946445,346946445,1,"2010-04-01",297843986,823885380,13
"183",11057,"WINNT Windows NT 5.1","4.0b6","1.0.3",11,4,1,"1",0,0,2,10,"0","0|2|3","6","1|2|5","3","0|1",25.0555555555556,2,1,261325558,780283155,36,376664384,801210749,54,6198.52777777778,261324209,780281558,36,1.05516759776536,3.88966480446927,1432,385338592,618536086,2,"2010-07-21",261324238,780281741,36
"184",11084,"WINNT Windows NT 6.0","4.0b6","1.0.3",5,5,0,"0",0,1,2,6,NA,"0","7","6","0|1|2|8|9|10","0",38.25,4,1,300064785,845968071,32,301795073,845507651,129,2089.09375,300061098,845964299,32,0.972318339100346,1.81660899653979,289,488071656,665799128,4,"2010-01-16",300061805,845964417,32
"185",11106,"WINNT Windows NT 6.1; WOW64","4.0b8pre","1.0.1",17,4,0,"0",0,0,2,9,NA,"0|3","1","2|6|<freeform-text removed>","0|1|2|7|9","0|1|4",328.066666666667,24,3,303315578,831603545,15,305257887,845363626,80,41122.3333333333,303310606,831598075,15,0.984981226533166,9.98498122653317,799,377429942,845374814,5,"2009-11-03",303310822,831598388,15
"186",11140,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.1",7,5,0,"1",0,0,2,8,"0","0","7","2|6","0|1|2|5|<freeform-text removed>","1",161.714285714286,21,2,264577579,815522700,21,264865575,835495809,414,29908.3333333333,264577524,815522644,21,1.05424528301887,2.96933962264151,848,354287920,612756263,12,"2009-11-02",264577527,815522646,21
"187",11213,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7,6,1,"1",0,1,6,10,"0","0|1|2|3","2","0|1|2|3|4|6","0|2|8|9","0|1|3",67.5714285714286,33,3,305963585,867797828,14,305992141,868052985,55,2661.64285714286,305963289,867797686,14,1.38961038961039,5.11688311688312,231,349062677,874293694,10,"2010-04-01",305963473,867797715,14
"188",11297,"WINNT Windows NT 6.1","4.0b6","1.0.3",18,4,0,NA,0,1,2,7,NA,"0|2","7","2|3|4|6","8|9",NA,576.827586206897,49.2068965517241,3,324336709,842304367,29,324562211,853298445,325,2947.89655172414,324336399,842303364,29,2.13868613138686,6.80404267265581,1781,559611497,559611497,1,"2010-01-16",324336560,842303817,29
"189",11612,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5,5,0,"0",0,0,2,9,NA,"0|2",NA,"2|4|5|6","7|9",NA,16,2,1,298243695,742376119,49,298296801,744011923,111,9242.26530612245,298241798,742375795,49,0.99496644295302,2.53355704697987,596,387478391,741026755,2,"2010-04-01",298241808,742375959,49
"190",11622,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",14,4,0,"0",0,2,2,10,NA,"0|1|2|3","7","0|1|2|3|4|6","0|1|2|5|6|7|8|9|10","0|1",152.931034482759,34,3,247095321,821697599,29,247216563,835739812,71,25899.7931034483,247093099,821694188,29,0.982248520710059,2.5,338,660290105,765482504,3,"2009-08-24",247093250,821694263,29
"191",11652,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",2,4,0,"0",0,1,3,9,"3","0|1|2|3","6","3|4|6","0","0",11.3448275862069,2,1,337035514,859844215,29,515995144,515995144,1,547.275862068965,337035373,859843485,29,1.1455938697318,2.85823754789272,261,404611077,858542504,5,"2010-11-03",337035402,859843488,29
"192",11684,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5,6,1,"1",0,3,2,8,"3","0|1|3","4","1|3|4|6","0|1|2|5|6|7|9|10","0|2",143.25,14,2,318035787,832744352,8,318083304,853364900,122,12977,318035458,832744021,8,1.07360406091371,3.30964467005076,394,403762970,835779243,5,"2009-11-03",318035483,832744093,8
"193",11721,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",20,6,1,"1",0,2,2,8,"0|3","0","7","1|4|5|6","2|3|8|9","1",1215.28571428571,210.285714285714,4,263186909,791279125,21,264015912,791427980,294,25117.2380952381,263184740,791270496,21,1.10392902408112,6.40177439797212,789,308438108,661413857,3,"2010-01-16",263184788,791270728,21
"194",11807,"Linux Linux i686","4.0b8pre","1.0.1",9,4,1,"1",0,0,3,8,"0|<freeform-text removed>","0|1|2","7","0|2|4|6","0|4|6|8|9|<freeform-text removed>","0|1|3|5",375.818181818182,65.2727272727273,1,274496064,807123895,11,275151158,711762688,36,4826.36363636364,274495177,807123168,11,0.961538461538462,11.5909090909091,286,466350185,466350185,1,"2010-10-15",274495278,807123231,11
"195",11822,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",12,5,1,"1",0,1,3,10,"0|1|2|3","0|1|2|3","6","1|2|3|4|6","0|1|2|5|7|9|12","1|3|4",54.7777777777778,2,1,253227131,828230833,36,781727879,781727879,2,7643.52777777778,253226479,828230231,36,1.01182795698925,3.38279569892473,930,315929279,827768275,3,"2010-01-16",253226485,828230296,36
"196",11994,"WINNT Windows NT 6.1","4.0b6","1.0.3",10,5,1,"1",0,3,3,9,"3","0|1","4","0|1|3|6","0|2|6","0|1",82,12,2,325030703,906810580,14,325265401,896775298,20,25732.4285714286,325029868,906808241,14,1.24729520865533,5.31839258114374,647,419872682,420092952,2,"2009-08-24",325029976,906808379,14
"197",12206,"WINNT Windows NT 6.1; WOW64","4.0b7","1.0.3",9,5,1,"1",0,2,5,7,"0|3","0|1","7","1|2|3|4","2|6|9","1",122,17,1,268664580,790021597,4,269640197,790827213,5,2613.75,268663913,790020913,4,0.896551724137931,1.31034482758621,29,790076200,790076200,1,"2010-07-26",268664369,790021069,4
"198",12214,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3,4,1,"1",0,1,2,8,"0|3","0|2","7","2|6","0|1|9","0|3|4",22,2,1,247495150,841388773,46,264277708,838929334,101,1.43478260869565,247494278,841386338,46,0.916666666666667,1.50617283950617,324,266925963,789891998,9,"2010-09-14",247494294,841386473,46
"199",12220,"WINNT Windows NT 5.1","4.0b6","1.0.3",6,5,0,"0",0,1,3,10,NA,"0|1","7","0|5|6","0|3|8|10","0|1|3",15,4,1,326964918,849391569,7,328654591,863452999,20,6672.42857142857,326961907,849388557,7,0.971291866028708,2.97129186602871,209,436762929,863560090,3,"2005-06-28",326962170,849388807,7
"200",12359,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5,5,1,"1",0,2,3,8,"0|3","0|1","4","0|1|3|4|5|6","0|2|5|6|7|9|<freeform-text removed>","0|1|3",35,3,1,252646531,839989341,65,279076849,838111618,404,9762.89230769231,252643557,839985386,65,1.93600616808018,5.35235158057055,1297,319899537,545232670,4,"2010-08-12",252643699,839985518,65
"201",12464,"WINNT Windows NT 5.1","4.0b6","1.0.3",12,4,0,"0",0,0,1,8,"0|3","0","7","4|5|6","0|2|5|8","0",77.3888888888889,15.7777777777778,3,246417251,831112331,18,251934390,816905759,72,6412.66666666667,246416858,831111879,18,1.064875491481,9.36041939711665,1526,293065533,293065533,1,"2009-04-11",246417076,831112205,18
"202",12491,"WINNT Windows NT 5.1","4.0b6","1.0.3",15,4,0,"0",0,0,4,7,NA,"0|2|3|<freeform-text removed>","7","3|4|5|6","0|1|2|3|4|5|7|8|9|11|12","3",31,2,1,246930170,769978699,9,608625747,608625747,1,32442.4444444444,246913216,769978303,9,1.12057877813505,10.0434083601286,622,337825231,337825231,1,"2009-07-15",246928350,769978618,9
"203",12595,"WINNT Windows NT 6.1","4.0b6","1.0.3",5,5,1,"1",0,1,4,10,"0|3","0|3","4","1|2|4|6","0|7|11","0|1|2",8,0,0,259785506,812109810,47,262105011,800535660,36,15504.1489361702,259783775,812106863,47,1.23444160272805,4.43563512361466,1173,530144202,530144202,1,"2010-07-22",259784097,812106941,47
"204",12617,"WINNT Windows NT 5.1","4.0b6","1.0.3",13,5,0,"0",0,2,5,10,NA,"0|1","4","0|1|4|6","0|2|5|6|9|10","0",58,6,1,247534071,764458955,18,281253468,814449973,52,30901.2777777778,247531428,764456370,18,2.62604722010663,9.24447829398324,1313,467916946,763382721,4,"2008-09-25",247531549,764456568,18
"205",12719,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6,5,1,"1",0,1,2,10,"1|3","0|1|2|3","0","2|3|4|5|6","0|2|3|8","0|1",15.5,2,1,249976717,825467575,42,486067279,486067279,1,6641.07142857143,249976472,825467275,42,1.01569713758079,6.0387811634349,1083,407142008,592424645,4,"2010-07-22",249976482,825467282,42
"206",12723,"WINNT Windows NT 5.1","4.0b6","1.0.3",7,5,1,"1",0,0,3,8,"0","0|2","4","2|4|5|6","0|1|7","0|5",15,0,0,248427741,832755586,43,307881833,832882888,32,12086.8863636364,248427272,832755144,44,1.06042296072508,1.87462235649547,662,347748022,830480161,9,"2009-07-30",248427528,832755419,43
"207",12774,"WINNT Windows NT 5.1","4.0b6","1.0.3",11,6,1,"1",0,5,2,9,"3","0|1","7","0|1|3|4|5|6","0|2|3|6|8|9","0|1|5",222.2,16,3,302257826,823876018,15,302846670,845303914,99,408,302257513,823876005,15,0.988349514563107,3.09320388349515,515,327586606,826393253,16,"2008-04-04",302257603,823876008,15
"208",12798,"WINNT Windows NT 6.0","4.0b6","1.0.3",4,5,0,"1",0,2,2,9,"0|3","0|3","<freeform-text removed>","0|5|6","1|2|3|8","1|5",415.275,4,1,300224363,840943126,40,316698990,823802475,15,346,300201069,840938652,41,1.06973293768546,3.2566765578635,674,321710578,829691593,8,"2010-10-16",300202069,840939368,41
"209",12916,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5,6,1,"1",0,1,6,8,"<freeform-text removed>","0|1|3","1","0|1|3|4|5|6","0|2|3|5|7|8|9","1|3|5",25.7407407407407,0,0,265261196,818072278,27,265303728,866570867,646,22105.5925925926,265261048,818071159,27,1.00950369588173,7.12935586061246,1894,788786798,788786798,1,"2010-09-09",265261103,818071211,27
"210",12952,"WINNT Windows NT 5.1","4.0b6","1.0.3",59,5,1,"4",0,1,4,9,"2|<freeform-text removed>","0|1|2|3","7","0|1|2|3|4|5|6","0|7|8|10|<freeform-text removed>","1|2|3|<freeform-text removed>",2483.94117647059,121.352941176471,4,284310364,840231835,17,342720887,844298820,24,11688.7647058824,284309203,840230671,17,0.992374727668845,8.60076252723312,1836,344625307,418426804,2,"2010-04-08",284309572,840231155,17
"211",12991,"WINNT Windows NT 5.1","4.0b6","1.0.3",6,5,0,NA,0,1,2,10,NA,"0|1|2","2","0|1|2","0|3|6|8","0|1|5",15,2,1,255888969,791126838,19,518478795,706378034,5,5305.63157894737,255885419,791123343,19,0.963076923076923,2.39692307692308,325,261398392,261398392,1,"2010-08-24",255885427,791123463,19
"212",13027,"WINNT Windows NT 5.1","4.0b6","1.0.3",7,3,0,"1",1,1,1,5,"3","0",NA,"4|5|6","0|3|8","2|3",59.5882352941176,5,1,310882740,826461120,34,311811830,848278979,53,12907.5294117647,310881930,826458786,34,0.9475,3.005,400,566793248,566793248,1,"2010-04-01",310882140,826458933,34
"213",13054,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6,5,1,"1",0,2,3,9,"1|3","0|1|3","0","6","2|5","0",87,6,1,332329466,925652669,22,409267226,839630789,7,16019.3181818182,332327650,925650676,22,0.915492957746479,1.3169014084507,142,837691894,837691894,1,"2009-01-04",332327685,925650728,22
"214",13077,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",8,6,1,"1",0,3,1,9,"0","0|1","0","1|4","3|6|7|9","1",2424.11111111111,280,6,566062186,845097981,18,566288710,867459602,236,156.5,566061951,845097659,18,0.96039603960396,3.47524752475248,505,579298652,745875035,4,"2010-08-18",566061959,845097671,18
"215",13087,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",10,3,1,"1",0,1,3,8,"1|3","0|3","0","6","0|2|8|9","3|4|5",25,2,1,285665547,853876694,24,306166571,894114838,14,27620.25,285663348,853875972,24,1.03977272727273,5.82386363636364,528,303796376,826333623,9,"2009-10-16",285663542,853876135,24
"216",13173,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",21,6,1,"1",0,2,6,10,"0|1|2|3","0|1|3","0","0|1|4|5|6","0|1|2|3","0|1",49,9,2,304742030,840512294,20,310929357,802227361,25,19738.95,304741880,840512198,20,1.46666666666667,3.81333333333333,150,313091276,313091276,1,"2010-01-16",304741910,840512202,20
"217",13308,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4,6,1,"2",0,1,3,10,"0|3","0|2|3","4","2|3|4|5|6","0|1|3|5|8|9","1|2|3|4|5",88.5744680851064,12.7234042553191,1,300653657,899110335,47,339392298,894235401,84,4946.70212765957,300648891,899109832,47,1.09601449275362,4.01086956521739,552,430564084,430564084,1,"2010-09-14",300649748,899110052,47
"218",13330,"WINNT Windows NT 6.0","3.6.12","1.0.1",8,3,1,"1",0,1,3,6,"2","0","7","0|2|3|4|6","0|1|7","1|3",277,84.962962962963,4,301760439,835987438,54,301961640,840786228,176,27946.4814814815,301759788,835987366,54,1.13008130081301,2.23983739837398,984,311397510,314104383,2,"2008-03-17",301760272,835987375,54
"219",13456,"WINNT Windows NT 6.1","4.0b6","1.0.3",7,4,0,"0",0,1,6,7,"2|3","0|3","7",NA,"0|1|3|7|9|10","3|5",154,6,1,292143475,855230666,15,292343407,826177405,38,28013,292142441,855230498,15,0.999573196756295,30.1229193341869,2343,433444862,851525350,10,"2010-08-18",292142647,855230565,15
"220",13507,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",12,6,1,"1",0,1,5,10,"0|2|3","0|1|3","2","0|1|3|4|5|6","0|1|2|3|8|9","0|1|3|5",270.275862068966,31,3,246960000,836406854,29,246980057,845022162,629,34627.275862069,246957932,836403614,29,0.995246583481878,6.67260843731432,1683,516299988,685518208,3,"2010-01-16",246958006,836403633,29
"221",13550,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",15,6,0,"0",0,1,4,8,NA,"0|2","7","2|3|4|5|6","0|2|3|4|5|6|7|9","1|3",194.488372093023,13,1,285151051,822544074,43,285221516,826243046,602,16271.1162790698,285150535,822543080,43,0.955640050697085,3.89733840304183,789,342577083,809955490,11,"2010-06-26",285150568,822543170,43
"222",13672,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6,3,1,"1",0,1,3,9,"3","0|2","7","2|4|5|6","0|1|3|6|8|12","3",52,9,1,324121421,761020701,4,324176874,927334166,77,14416.25,324118036,761017790,4,1.42631578947368,5.85263157894737,190,534740374,619420919,3,"2009-07-30",324118299,761017879,4
"223",13706,"WINNT Windows NT 5.1","4.0b6","1.0.3",6,3,0,"0",0,0,0,3,"0","0|2","0","2|3|4","0|7","2",14.88,2,1,310404181,648244454,25,557620288,558801757,3,86.52,310403836,648244247,25,0.849206349206349,1.33333333333333,126,648246401,648246401,1,"2010-07-23",310404148,648244339,25
"224",13723,"Darwin Intel Mac OS X 10.6","4.0b8pre","1.0.1",3,4,0,"1",0,1,2,8,"<freeform-text removed>","0|2",NA,"2|4|5|6","1|2|3|9","0|1",20.125,1,1,295821809,843578027,16,297750971,843880269,100,4303.6875,295821736,843577939,16,1.20512820512821,3.94268476621418,663,490770167,598561225,2,"2010-09-14",295821739,843577942,16
"225",13729,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3,5,0,"1",0,1,2,7,NA,"0","7","1|4|6","0|8|9|<freeform-text removed>","1",59.2280701754386,8,2,297830641,838972923,114,298675838,812559665,29,20015.0350877193,297827659,838970631,114,0.952203136669156,2.13965646004481,1339,301296725,833428865,34,"2010-01-16",297827761,838970766,114
